Keypoints,Class
"[[0.17227058 0.94873285 0.8563092 ]
 [0.14210282 0.9197861  0.73344934]
 [0.14227866 0.9193938  0.78967655]
 [0.1759881  0.81909347 0.7232833 ]
 [0.17625894 0.8181068  0.9364902 ]
 [0.35166743 0.7327966  0.78243643]
 [0.3680732  0.719104   0.85894275]
 [0.40756884 0.4151746  0.7279179 ]
 [0.42881206 0.42364207 0.7527275 ]
 [0.4692545  0.12649532 0.48982954]
 [0.4204588  0.15778865 0.6070527 ]
 [0.7870434  0.6220611  0.58819705]
 [0.8157279  0.6283336  0.79978   ]
 [0.8002485  0.13566852 0.75723356]
 [0.87855124 0.08917092 0.7782482 ]
 [0.4819151  0.11520218 0.69320875]
 [0.50020057 0.08833955 0.28783923]]",Bow
"[[0.41813713 0.80508614 0.75351006]
 [0.40145093 0.78716147 0.7896081 ]
 [0.40005434 0.7830477  0.79372966]
 [0.41646257 0.73098254 0.67136806]
 [0.42751    0.71769017 0.7363991 ]
 [0.50025517 0.7353168  0.7169368 ]
 [0.49791548 0.6572295  0.42169416]
 [0.37798283 0.56537944 0.43213576]
 [0.37779403 0.5610514  0.6819726 ]
 [0.26357812 0.46823287 0.31683266]
 [0.258503   0.44655618 0.6852752 ]
 [0.7179068  0.5348693  0.7205148 ]
 [0.69200015 0.46595812 0.68512464]
 [0.3834844  0.5504632  0.11317794]
 [0.45093215 0.27346185 0.35646936]
 [0.2569533  0.45450422 0.2812696 ]
 [0.25244582 0.43221408 0.6668229 ]]",Bow
"[[0.5077698  0.74054927 0.7644985 ]
 [0.49308515 0.7269339  0.8041178 ]
 [0.4931853  0.72691506 0.82139575]
 [0.5074134  0.68704337 0.74417245]
 [0.51214486 0.68351585 0.857373  ]
 [0.5495837  0.6550727  0.6726037 ]
 [0.5586135  0.65720004 0.8396727 ]
 [0.47902948 0.5460013  0.60797244]
 [0.4720804  0.54933053 0.5510044 ]
 [0.39457887 0.4598467  0.32730868]
 [0.3924139  0.45091465 0.52683544]
 [0.6518217  0.44420078 0.7676518 ]
 [0.6627249  0.44062638 0.74930596]
 [0.5253692  0.2964854  0.6965591 ]
 [0.5371643  0.29251063 0.5571009 ]
 [0.39545438 0.4130127  0.4021618 ]
 [0.39348748 0.42487818 0.5472615 ]]",Bow
"[[0.40614069 0.8774366  0.5896735 ]
 [0.39785883 0.8540946  0.78868693]
 [0.39771584 0.85475725 0.82394844]
 [0.4448716  0.7974759  0.82800597]
 [0.45117086 0.79785126 0.802753  ]
 [0.50550985 0.7362052  0.70533293]
 [0.5378707  0.7529538  0.6123262 ]
 [0.45487297 0.54138875 0.8356901 ]
 [0.46008295 0.55985844 0.5769826 ]
 [0.3766811  0.38524434 0.63292885]
 [0.3783315  0.367557   0.25478435]
 [0.66783553 0.45608696 0.5431621 ]
 [0.6852094  0.45457882 0.87314326]
 [0.64532924 0.16550525 0.6782967 ]
 [0.66309667 0.13383037 0.9344461 ]
 [0.43556905 0.29870003 0.5308322 ]
 [0.42222768 0.2947318  0.6144439 ]]",Bow
"[[0.2779741  0.01952111 0.26154664]
 [0.27405322 0.01009729 0.36441046]
 [0.2763768  0.01308776 0.36470515]
 [0.35910934 0.01739651 0.287185  ]
 [0.35286677 0.02305114 0.4180952 ]
 [0.4759142  0.11801928 0.4190356 ]
 [0.45135677 0.117939   0.41499576]
 [0.3797969  0.424656   0.56950843]
 [0.37074062 0.41986227 0.6258785 ]
 [0.24372844 0.6652273  0.56814027]
 [0.25108805 0.6260448  0.38531482]
 [0.7255656  0.512608   0.58306086]
 [0.6801065  0.5093253  0.35073203]
 [0.56674576 0.998808   0.77695614]
 [0.5456993  0.9727103  0.6250226 ]
 [0.25136513 0.6793542  0.3764343 ]
 [0.2521732  0.68032825 0.31834137]]",Bow
"[[0.3563047  0.83956724 0.78049743]
 [0.33271134 0.82313424 0.8337254 ]
 [0.33260003 0.82276404 0.86106277]
 [0.34857896 0.7584653  0.8739902 ]
 [0.35211957 0.7488036  0.8429003 ]
 [0.42105457 0.6757423  0.5783924 ]
 [0.44335538 0.6803349  0.8371961 ]
 [0.3627691  0.50181097 0.7104068 ]
 [0.3902564  0.5021715  0.7297671 ]
 [0.29802737 0.38067177 0.7063066 ]
 [0.35422093 0.32604697 0.6077505 ]
 [0.6329573  0.47055712 0.7736221 ]
 [0.67378837 0.45949    0.74860525]
 [0.58353084 0.20985007 0.41234186]
 [0.64127344 0.15418948 0.7787508 ]
 [0.36115757 0.309417   0.39167807]
 [0.36680478 0.28136057 0.81168926]]",Bow
"[[0.4050464  0.7807575  0.69636905]
 [0.38902938 0.74863225 0.797495  ]
 [0.3899899  0.7464874  0.8700499 ]
 [0.41565487 0.6722387  0.74507105]
 [0.42387912 0.66582453 0.7490613 ]
 [0.5679751  0.6492903  0.68905306]
 [0.5840266  0.64050317 0.69920135]
 [0.30243146 0.64082134 0.3792732 ]
 [0.30873263 0.6356586  0.6531925 ]
 [0.1529347  0.5150153  0.5335175 ]
 [0.15685403 0.49031356 0.43709967]
 [0.7565054  0.42098004 0.5645722 ]
 [0.78282416 0.39635736 0.66571325]
 [0.49898124 0.20297976 0.92757815]
 [0.5206575  0.09457823 0.85082966]
 [0.62777036 0.31553414 0.08808817]
 [0.16482416 0.38561064 0.42523685]]",Bow
"[[0.47224876 0.09647019 0.17700723]
 [0.45934442 0.12375042 0.2566658 ]
 [0.45935702 0.09297144 0.22960168]
 [0.4640491  0.19330595 0.18954343]
 [0.46326602 0.17886083 0.12617384]
 [0.557235   0.28781423 0.24360406]
 [0.6155364  0.15893868 0.19922103]
 [0.57224506 0.4741138  0.10534319]
 [0.46683773 0.34685084 0.03297057]
 [0.593042   0.45188335 0.04431688]
 [0.47172868 0.23481844 0.07564486]
 [0.70002085 0.5220303  0.11943825]
 [0.650625   0.44283044 0.11013203]
 [0.645387   0.5967792  0.06415454]
 [0.6078594  0.516366   0.0763167 ]
 [0.6449948  0.6059318  0.09370966]
 [0.54012746 0.52344596 0.1104145 ]]",Bow
"[[0.31413725 0.00510161 0.7720885 ]
 [0.28630614 0.02474629 0.8538302 ]
 [0.28405857 0.02051886 0.84065056]
 [0.33714357 0.11548816 0.9178807 ]
 [0.33160233 0.11135168 0.7962892 ]
 [0.473625   0.24011602 0.7550236 ]
 [0.40195152 0.24640721 0.67252696]
 [0.4254903  0.5487448  0.2130321 ]
 [0.40008482 0.5360206  0.76557887]
 [0.34139612 0.83822465 0.24552165]
 [0.32973364 0.7949269  0.6106633 ]
 [0.78055656 0.48586807 0.75153506]
 [0.7187511  0.46465072 0.7610106 ]
 [0.7240602  0.97560143 0.8145939 ]
 [0.6286721  0.8399348  0.6608156 ]
 [0.29932266 0.86381364 0.3680525 ]
 [0.2779596  0.83492446 0.3529473 ]]",Bow
"[[0.39042756 0.09855323 0.7175088 ]
 [0.38436025 0.11659055 0.8563715 ]
 [0.38360232 0.11804402 0.9037495 ]
 [0.43527433 0.16127689 0.69438004]
 [0.43081522 0.16055377 0.83742046]
 [0.5150726  0.22469576 0.8565596 ]
 [0.50751525 0.23913634 0.7120601 ]
 [0.46360457 0.45529747 0.5671438 ]
 [0.46834505 0.44045597 0.72002584]
 [0.35455918 0.62176377 0.73124206]
 [0.36910138 0.61433166 0.6126864 ]
 [0.7658612  0.52077645 0.89950144]
 [0.74733806 0.5127156  0.875848  ]
 [0.6027588  0.8230564  0.8688942 ]
 [0.58621836 0.8040893  0.863696  ]
 [0.33451715 0.67087364 0.30353948]
 [0.32856858 0.67468333 0.36848643]]",Bow
"[[0.55035526 0.11467391 0.60683537]
 [0.56862074 0.0998624  0.72696245]
 [0.57223046 0.10420129 0.7459112 ]
 [0.6119926  0.11881385 0.72620785]
 [0.61429    0.12627253 0.81915295]
 [0.5709746  0.19193748 0.5439329 ]
 [0.60453916 0.19869234 0.5621532 ]
 [0.586572   0.3688058  0.518325  ]
 [0.6135806  0.36473435 0.7007103 ]
 [0.60894454 0.48533326 0.40663502]
 [0.6436232  0.4921987  0.64372593]
 [0.41486275 0.43695548 0.53938866]
 [0.44625404 0.4459379  0.65002286]
 [0.42748538 0.61657953 0.43623465]
 [0.44388875 0.64806104 0.4366182 ]
 [0.4405559  0.8425924  0.33553776]
 [0.45706126 0.85461736 0.77368295]]",Bridge
"[[0.49994156 0.8493928  0.7087343 ]
 [0.5204489  0.8809842  0.80387676]
 [0.51504296 0.8797403  0.6310796 ]
 [0.59835035 0.8804957  0.8180059 ]
 [0.5885025  0.8766089  0.70011723]
 [0.6250007  0.76320326 0.76842934]
 [0.5847656  0.73618513 0.7625757 ]
 [0.65998775 0.53601635 0.9111806 ]
 [0.5978313  0.5181911  0.70174706]
 [0.6840505  0.342593   0.88486904]
 [0.594471   0.35681188 0.7699164 ]
 [0.41703472 0.41663122 0.68887794]
 [0.40027165 0.42252144 0.75805694]
 [0.33027345 0.0888069  0.844602  ]
 [0.31412324 0.12303258 0.5900358 ]
 [0.64003843 0.13468206 0.8265494 ]
 [0.5941103  0.15018868 0.59133685]]",Bridge
"[[0.37908635 0.03348016 0.6703634 ]
 [0.3894653  0.041997   0.80667883]
 [0.39202332 0.03707134 0.73950094]
 [0.39643362 0.09974657 0.8194615 ]
 [0.40156323 0.09216448 0.7236892 ]
 [0.33806893 0.21075648 0.5977321 ]
 [0.33451694 0.18859638 0.7016054 ]
 [0.52121085 0.2565297  0.759236  ]
 [0.530933   0.21537206 0.778344  ]
 [0.69281065 0.25692362 0.28496805]
 [0.7073853  0.21737328 0.7391157 ]
 [0.3281183  0.5543056  0.8761238 ]
 [0.3264895  0.5479837  0.9110506 ]
 [0.38725168 0.9059083  0.8136448 ]
 [0.38632613 0.919064   0.8842185 ]
 [0.67705333 0.85813713 0.6968681 ]
 [0.69428796 0.8628584  0.68384445]]",Bridge
"[[0.55896586 0.82865894 0.5530586 ]
 [0.5791015  0.8593593  0.6663905 ]
 [0.5745603  0.8574014  0.5338645 ]
 [0.65904623 0.86145276 0.74780595]
 [0.6522961  0.8629861  0.6527561 ]
 [0.67762184 0.72148865 0.8891571 ]
 [0.6477311  0.7203987  0.7225431 ]
 [0.69004226 0.47809705 0.88458616]
 [0.6513546  0.47183046 0.78929085]
 [0.68442434 0.29903084 0.89298904]
 [0.6563493  0.30930227 0.56022865]
 [0.38645583 0.5444344  0.823392  ]
 [0.37902635 0.53795195 0.78978753]
 [0.33344343 0.16629104 0.9025854 ]
 [0.33302963 0.17462511 0.79639584]
 [0.6694098  0.18857034 0.4244394 ]
 [0.6256212  0.18262793 0.6575513 ]]",Bridge
"[[0.5171103  0.8872744  0.670104  ]
 [0.54051834 0.91247565 0.78488266]
 [0.53603464 0.9118887  0.78264356]
 [0.6127189  0.9050381  0.6978314 ]
 [0.60559815 0.9047722  0.62225205]
 [0.6322994  0.7858358  0.8820262 ]
 [0.5891617  0.7693701  0.76327085]
 [0.6652062  0.5565261  0.9298161 ]
 [0.6214305  0.56621146 0.54109085]
 [0.6533844  0.37970403 0.7259886 ]
 [0.60601574 0.40797356 0.52792263]
 [0.47573993 0.43824548 0.59979534]
 [0.45331424 0.45061162 0.8372335 ]
 [0.316172   0.1387484  0.8347491 ]
 [0.31064692 0.1919578  0.66265935]
 [0.6139338  0.15896343 0.83328956]
 [0.5906295  0.19073895 0.61418104]]",Bridge
"[[0.51583046 0.16581416 0.76502347]
 [0.53271735 0.13739939 0.63677895]
 [0.53638    0.13505647 0.8194181 ]
 [0.60204285 0.1390247  0.60316026]
 [0.6163001  0.13862827 0.71433616]
 [0.60991335 0.2920807  0.8714739 ]
 [0.6313837  0.28485805 0.79889274]
 [0.6291237  0.5187016  0.61053836]
 [0.6467559  0.51548564 0.72176427]
 [0.63011795 0.6973672  0.35742214]
 [0.6577139  0.7164602  0.5414302 ]
 [0.37916544 0.565397   0.6490433 ]
 [0.39496648 0.5786585  0.8372699 ]
 [0.31282234 0.93279433 0.5931932 ]
 [0.32478708 0.9502644  0.8828001 ]
 [0.62496865 0.88729656 0.7905606 ]
 [0.6365326  0.8830505  0.755316  ]]",Bridge
"[[0.5655655  0.8555405  0.5688083 ]
 [0.58248216 0.8886828  0.6870559 ]
 [0.5764662  0.88720894 0.68852675]
 [0.6575479  0.8953964  0.80117136]
 [0.65066284 0.89152133 0.7055098 ]
 [0.67465365 0.757063   0.87339187]
 [0.65569204 0.76139337 0.5893363 ]
 [0.681003   0.5160904  0.68825537]
 [0.6660934  0.5159421  0.7424528 ]
 [0.6838779  0.3370082  0.5031255 ]
 [0.6761265  0.34807405 0.59355557]
 [0.38121542 0.4977383  0.7033298 ]
 [0.3811794  0.5119915  0.786095  ]
 [0.32750675 0.19561386 0.8778901 ]
 [0.33189234 0.20048937 0.8288015 ]
 [0.6575878  0.15272652 0.8086909 ]
 [0.6512971  0.15364131 0.517341  ]]",Bridge
"[[0.51231426 0.3481246  0.6042657 ]
 [0.5234411  0.33419093 0.67933476]
 [0.5294583  0.33440214 0.5316133 ]
 [0.570544   0.34488595 0.6478504 ]
 [0.5766497  0.33838332 0.4436945 ]
 [0.5670548  0.3993257  0.8116192 ]
 [0.5964225  0.40706214 0.6907989 ]
 [0.5584679  0.27331027 0.6158105 ]
 [0.5879982  0.24828677 0.2784278 ]
 [0.5799275  0.14675426 0.3804154 ]
 [0.62424105 0.11705235 0.45728433]
 [0.47890037 0.67176014 0.6865089 ]
 [0.49647635 0.68379533 0.6735579 ]
 [0.35623404 0.8647538  0.68888676]
 [0.35508084 0.89616084 0.8519358 ]
 [0.57360244 0.8785015  0.815426  ]
 [0.5983008  0.9010261  0.8309149 ]]",Bridge
"[[0.5431147  0.8337301  0.6033692 ]
 [0.56073725 0.86070013 0.6697757 ]
 [0.55704284 0.861084   0.8073556 ]
 [0.6375626  0.863924   0.85443753]
 [0.63326555 0.86499983 0.8468277 ]
 [0.6601826  0.7140739  0.73828065]
 [0.64528054 0.7277438  0.6060318 ]
 [0.6640507  0.47789013 0.688779  ]
 [0.65195    0.47706187 0.5737215 ]
 [0.63481873 0.29347965 0.7016208 ]
 [0.6304635  0.30066785 0.5780244 ]
 [0.37276447 0.54590225 0.7417497 ]
 [0.367905   0.5549314  0.6234651 ]
 [0.3014016  0.17654768 0.83295554]
 [0.29726484 0.18754683 0.8468654 ]
 [0.6288737  0.17888063 0.59161437]
 [0.6193069  0.17276742 0.6071681 ]]",Bridge
"[[0.5195011  0.14381588 0.718575  ]
 [0.5370906  0.11883003 0.7827935 ]
 [0.5412153  0.11587223 0.8435804 ]
 [0.60801774 0.12242576 0.544755  ]
 [0.6191774  0.12264798 0.728968  ]
 [0.6156996  0.26405707 0.877887  ]
 [0.651861   0.2553094  0.85748446]
 [0.62867796 0.4706143  0.7539801 ]
 [0.64961326 0.47005337 0.6360823 ]
 [0.6355977  0.6227019  0.46015763]
 [0.654947   0.6288042  0.6975222 ]
 [0.38007134 0.5250637  0.8365114 ]
 [0.39848158 0.5386436  0.86658984]
 [0.3115734  0.8422684  0.7098971 ]
 [0.3155111  0.86890644 0.8086844 ]
 [0.61329055 0.8208068  0.7136726 ]
 [0.63565016 0.85785323 0.91370577]]",Bridge
"[[0.51825553 0.8738096  0.734589  ]
 [0.5363185  0.9054246  0.7741554 ]
 [0.53334206 0.9018553  0.6322371 ]
 [0.60941774 0.90100926 0.75821567]
 [0.60187083 0.8967614  0.7417363 ]
 [0.64618826 0.80032116 0.69682086]
 [0.6006474  0.77092606 0.7685406 ]
 [0.6744866  0.5599645  0.6520528 ]
 [0.6158342  0.5465471  0.81044704]
 [0.70580184 0.37854594 0.87351847]
 [0.60911524 0.37329733 0.8514286 ]
 [0.46452212 0.48624265 0.7456982 ]
 [0.44227806 0.4880413  0.9006678 ]
 [0.31613898 0.16493201 0.86626434]
 [0.29559976 0.16103716 0.87892365]
 [0.6515841  0.15810846 0.8353466 ]
 [0.59727514 0.14203389 0.85477555]]",Bridge
"[[0.5394364  0.16408063 0.79128057]
 [0.5478759  0.13546221 0.5433974 ]
 [0.5595592  0.13144156 0.83315045]
 [0.61012024 0.12907907 0.7303625 ]
 [0.6359911  0.12871535 0.8599351 ]
 [0.5970472  0.2643971  0.70148826]
 [0.65700024 0.24370271 0.79064965]
 [0.6165523  0.50660974 0.7203771 ]
 [0.65942705 0.5017356  0.92014474]
 [0.6336951  0.68501174 0.6440384 ]
 [0.6661425  0.6967786  0.73193383]
 [0.39905673 0.50127566 0.76839966]
 [0.43031597 0.51474285 0.71218586]
 [0.30629954 0.8248902  0.77477384]
 [0.30393162 0.84785485 0.94442534]
 [0.61786276 0.8191951  0.777892  ]
 [0.6406639  0.8338173  0.8635711 ]]",Bridge
"[[0.51546884 0.91758907 0.6425454 ]
 [0.5329433  0.95188046 0.69308156]
 [0.52936584 0.9499522  0.7636268 ]
 [0.6097063  0.95384914 0.7126756 ]
 [0.5976728  0.9517943  0.6366902 ]
 [0.6288044  0.8368112  0.7141931 ]
 [0.58694637 0.8131866  0.7308897 ]
 [0.6554904  0.6121636  0.7069247 ]
 [0.62088394 0.6039415  0.4528504 ]
 [0.680475   0.44327477 0.72498965]
 [0.63900036 0.44631943 0.5289464 ]
 [0.43199262 0.4448376  0.78238106]
 [0.42080554 0.45747733 0.87751716]
 [0.31944346 0.12216321 0.8069333 ]
 [0.3118209  0.14327604 0.76147586]
 [0.647099   0.16595063 0.71519685]
 [0.6217136  0.19766724 0.7288735 ]]",Bridge
"[[0.542605   0.20552184 0.63907135]
 [0.5584762  0.17574097 0.742396  ]
 [0.5631254  0.17709056 0.60253   ]
 [0.6387849  0.18315603 0.6220019 ]
 [0.64523333 0.18452547 0.6451479 ]
 [0.6451764  0.3237808  0.6485932 ]
 [0.6620937  0.33389845 0.7043333 ]
 [0.6568402  0.5707107  0.5766723 ]
 [0.67506474 0.5813089  0.7839755 ]
 [0.64946014 0.73708606 0.41744164]
 [0.67720747 0.75265425 0.3588952 ]
 [0.37244934 0.56808835 0.7704062 ]
 [0.38672814 0.60212237 0.59360397]
 [0.3224416  0.85759586 0.6141211 ]
 [0.3189759  0.95752054 0.828886  ]
 [0.63945067 0.7650391  0.5392724 ]
 [0.65833735 0.85044736 0.8193716 ]]",Bridge
"[[0.51005715 0.149317   0.80080485]
 [0.525017   0.11863601 0.8100015 ]
 [0.5310843  0.11743135 0.69122237]
 [0.6112577  0.1208646  0.80972165]
 [0.6210164  0.11987866 0.840127  ]
 [0.6215825  0.26948038 0.56887954]
 [0.6484874  0.2771021  0.74432504]
 [0.63751966 0.53936005 0.60969746]
 [0.653958   0.55243003 0.88420117]
 [0.63349694 0.7227423  0.48405272]
 [0.6596139  0.73799974 0.52990806]
 [0.32344672 0.5478512  0.73688304]
 [0.32422945 0.565891   0.750389  ]
 [0.28684512 0.8499346  0.62969065]
 [0.28364414 0.95372653 0.8370456 ]
 [0.6270149  0.76985675 0.47396237]
 [0.64198333 0.83767456 0.8887247 ]]",Bridge
"[[0.52389306 0.85651    0.76259154]
 [0.54392135 0.897054   0.7703538 ]
 [0.5306888  0.88318807 0.77809167]
 [0.62457633 0.90726477 0.6733352 ]
 [0.59223247 0.8931968  0.8050535 ]
 [0.67875886 0.80349267 0.72573096]
 [0.6027558  0.75615484 0.4644129 ]
 [0.70927477 0.5519874  0.69177866]
 [0.5933608  0.5383467  0.7084453 ]
 [0.7178185  0.349162   0.8731961 ]
 [0.5770877  0.3689367  0.7540893 ]
 [0.4038531  0.50542736 0.6432415 ]
 [0.33533147 0.5074583  0.76117355]
 [0.30697834 0.1129384  0.71256423]
 [0.25114238 0.186754   0.5539181 ]
 [0.6725252  0.13642398 0.8237045 ]
 [0.5683287  0.18174802 0.7703234 ]]",Bridge
"[[0.6016767  0.16416635 0.78623974]
 [0.5833941  0.13385725 0.8971933 ]
 [0.63734895 0.13498633 0.79383206]
 [0.5778221  0.12648126 0.44501075]
 [0.6930365  0.14298758 0.7543125 ]
 [0.5884446  0.21812005 0.5863004 ]
 [0.6622311  0.26693448 0.81259286]
 [0.623407   0.47361803 0.34222934]
 [0.6832177  0.4977781  0.806675  ]
 [0.60278386 0.5701724  0.17775977]
 [0.6593426  0.6705926  0.76244384]
 [0.38999984 0.5525819  0.82009566]
 [0.45024073 0.57895845 0.8455677 ]
 [0.30016062 0.7544953  0.68308216]
 [0.31919613 0.8592977  0.80359125]
 [0.5970748  0.794307   0.8281012 ]
 [0.6277728  0.8911625  0.94278544]]",Bridge
"[[0.5461152  0.82731164 0.54784334]
 [0.5673555  0.85669094 0.6996386 ]
 [0.5590841  0.8572941  0.48764604]
 [0.65393645 0.8507324  0.8145484 ]
 [0.63743675 0.85753626 0.70769227]
 [0.6810549  0.7355038  0.8315709 ]
 [0.6358932  0.7343548  0.6839831 ]
 [0.70754325 0.4748645  0.8624592 ]
 [0.6580625  0.4947588  0.55345607]
 [0.71455026 0.25762233 0.53765786]
 [0.63758093 0.3306559  0.5681736 ]
 [0.43679795 0.41603327 0.7463529 ]
 [0.4103836  0.4281142  0.8845253 ]
 [0.3234952  0.0574378  0.8505564 ]
 [0.3043718  0.15391426 0.7672206 ]
 [0.6695994  0.15733156 0.6760908 ]
 [0.632711   0.18676914 0.37288955]]",Bridge
"[[0.53063345 0.84850377 0.70080376]
 [0.5473568  0.87793815 0.7153064 ]
 [0.5436355  0.87760013 0.5748638 ]
 [0.61936575 0.87950295 0.868978  ]
 [0.6134839  0.87947774 0.80264306]
 [0.63601196 0.74782485 0.7794158 ]
 [0.6174616  0.7407291  0.7955311 ]
 [0.6558857  0.5314345  0.85371816]
 [0.63672805 0.5319561  0.5779655 ]
 [0.6481604  0.3759039  0.67253864]
 [0.63648117 0.3782592  0.5400552 ]
 [0.4441791  0.46791676 0.6115693 ]
 [0.43906224 0.4753479  0.7466477 ]
 [0.3379384  0.16435358 0.7707517 ]
 [0.33955073 0.17395481 0.71031344]
 [0.6497018  0.17027411 0.6966077 ]
 [0.6313671  0.1778112  0.7097308 ]]",Bridge
"[[0.52161956 0.8531711  0.8174222 ]
 [0.5415135  0.8849024  0.84187704]
 [0.5384285  0.8842821  0.8340951 ]
 [0.61427826 0.87873435 0.8576806 ]
 [0.61029905 0.8782832  0.7928803 ]
 [0.6594164  0.75084275 0.64390624]
 [0.6216267  0.7296252  0.405327  ]
 [0.6685366  0.49049333 0.6048634 ]
 [0.6228055  0.49605364 0.671839  ]
 [0.7003795  0.2769245  0.40429452]
 [0.6289289  0.32650116 0.4588095 ]
 [0.39294168 0.4826536  0.55659574]
 [0.37467822 0.50568557 0.8446076 ]
 [0.3010515  0.12879583 0.91211313]
 [0.3032163  0.19951044 0.42521375]
 [0.6470403  0.15862589 0.6746368 ]
 [0.61757153 0.21380587 0.7088531 ]]",Bridge
"[[0.5235222  0.7920363  0.7403023 ]
 [0.5471656  0.81849074 0.73581165]
 [0.53550273 0.818473   0.73366606]
 [0.6238303  0.80454534 0.752296  ]
 [0.5953258  0.8080414  0.6573138 ]
 [0.650485   0.67821413 0.5379182 ]
 [0.5740147  0.6666227  0.54180145]
 [0.629121   0.46531442 0.24254867]
 [0.5693229  0.4721106  0.32651561]
 [0.6287988  0.29645205 0.43578026]
 [0.5798868  0.30695403 0.52961785]
 [0.41090727 0.41967288 0.7024808 ]
 [0.37481344 0.43439332 0.7036444 ]
 [0.3546979  0.10307135 0.70862544]
 [0.3039934  0.14245313 0.6231072 ]
 [0.6250847  0.15752855 0.8519759 ]
 [0.5655332  0.19992979 0.61352634]]",Bridge
"[[0.5185926  0.1210155  0.77777267]
 [0.5372085  0.09855269 0.81254745]
 [0.538637   0.09765883 0.838091  ]
 [0.60080725 0.1094637  0.7483082 ]
 [0.60981417 0.11032877 0.6714928 ]
 [0.5922377  0.22479524 0.7618118 ]
 [0.62406147 0.2148721  0.77329344]
 [0.6247116  0.42352578 0.50520945]
 [0.65518373 0.42068985 0.8307295 ]
 [0.6269629  0.5828867  0.44950515]
 [0.6542365  0.59002316 0.6974735 ]
 [0.4405664  0.53398633 0.79979235]
 [0.4578301  0.54425764 0.8489952 ]
 [0.31909552 0.8363461  0.60848665]
 [0.31859517 0.85384303 0.8498715 ]
 [0.61254627 0.8055413  0.8205847 ]
 [0.6324109  0.8280846  0.8946563 ]]",Bridge
"[[0.58327836 0.91539663 0.76004386]
 [0.60194004 0.9366572  0.6432605 ]
 [0.59892    0.9338158  0.57884115]
 [0.6566539  0.9266142  0.75916153]
 [0.648693   0.9274334  0.7087384 ]
 [0.6789138  0.8485991  0.6431891 ]
 [0.6298516  0.8241803  0.68790394]
 [0.7121667  0.66268706 0.9162532 ]
 [0.65846956 0.65106285 0.655789  ]
 [0.728612   0.5137805  0.8527261 ]
 [0.66564006 0.5194231  0.6760645 ]
 [0.5237051  0.56759536 0.60601145]
 [0.5116135  0.5674666  0.8707186 ]
 [0.43206206 0.2982124  0.8443462 ]
 [0.42277828 0.31494883 0.77516735]
 [0.6841479  0.22962521 0.69671667]
 [0.6528498  0.2618648  0.66099906]]",Bridge
"[[0.51438075 0.15336417 0.67227936]
 [0.5334052  0.12732315 0.60094845]
 [0.54070723 0.1203822  0.8227948 ]
 [0.60291374 0.13176927 0.7331866 ]
 [0.6235545  0.1267699  0.8211758 ]
 [0.5838097  0.3095485  0.7803536 ]
 [0.6540919  0.279713   0.8241308 ]
 [0.5958724  0.5403009  0.5943865 ]
 [0.68244773 0.5320293  0.9219215 ]
 [0.60152745 0.7026827  0.79344404]
 [0.677466   0.73611367 0.72697306]
 [0.4028805  0.5917145  0.7402891 ]
 [0.45224234 0.61315036 0.5875542 ]
 [0.27853876 0.93830484 0.49600586]
 [0.28362375 0.9786686  0.87827045]
 [0.570971   0.8950107  0.79119647]
 [0.67486024 0.96883035 0.7841915 ]]",Bridge
"[[0.51613706 0.11588722 0.6740161 ]
 [0.5340267  0.09480167 0.58065283]
 [0.5398061  0.09046225 0.707788  ]
 [0.5932746  0.10213719 0.6840334 ]
 [0.60921514 0.10157778 0.7717849 ]
 [0.57110786 0.22199343 0.44797316]
 [0.63273317 0.20506382 0.6224083 ]
 [0.58931863 0.4168094  0.53714764]
 [0.65425855 0.4175313  0.6759124 ]
 [0.56358314 0.585369   0.53842556]
 [0.68404603 0.5949803  0.7109764 ]
 [0.43973985 0.5449383  0.81329364]
 [0.49254268 0.56542706 0.8190047 ]
 [0.28955868 0.8131915  0.6391893 ]
 [0.29522082 0.84669775 0.93657154]
 [0.5749768  0.81615335 0.6876185 ]
 [0.6198092  0.8578037  0.9288672 ]]",Bridge
"[[0.5169202  0.19523065 0.6222332 ]
 [0.530005   0.17534046 0.51171696]
 [0.5312638  0.17475814 0.61319304]
 [0.57981145 0.18393935 0.7237812 ]
 [0.58555526 0.18249975 0.76937973]
 [0.5763308  0.26798752 0.7339775 ]
 [0.5941839  0.26894626 0.72392076]
 [0.5917229  0.42036057 0.5847181 ]
 [0.6043994  0.42230874 0.82000685]
 [0.5978918  0.53835773 0.70936716]
 [0.6082241  0.5358733  0.667804  ]
 [0.42382658 0.48659122 0.68689775]
 [0.44430295 0.49864024 0.50344765]
 [0.3733967  0.68733853 0.7823628 ]
 [0.3741545  0.709759   0.838934  ]
 [0.58629405 0.6874005  0.67339635]
 [0.59233004 0.7045561  0.8337338 ]]",Bridge
